# version=PROB-62-v1.0.0
# fields=id|category|name|speeds|N|A|B|safeA|firstA|safeB|firstB|fullQ2A|fullQ3A|fullQ2B|fullQ3B|robH_A|robQ2A|robQ3A|robH_B|robQ2B|robQ3B|sliceBest|sliceDeficits|affineMargin|affineH|affinePairs|affineUnion|residual
000475|box_n3_H24|b000186|1,12,23|4|12|23|6|14|18|25|12|6|36|18|18,12,0,0|6|6|36,18,0,0|18|18|12|6,12,6|2|2|2|0|1
000476|box_n3_H24|b000187|1,12,24|4|12|24|12|13|24|26|24|12|48|24|24,12,0,0|12|12|48,24,0,0|24|24|12|12,12,12|24|48|24|0|1
000477|box_n3_H24|b000188|1,13,14|4|13|14|8|13|10|14|16|8|20|10|20,12,0,0|8|8|22,12,0,0|10|10|8|8,2,8|2|0|2|0|1
000478|box_n3_H24|b000189|1,13,15|4|13|15|11|13|13|15|22|11|26|13|21,10,0,0|11|11|23,10,0,0|13|13|9|9,6,9|3|0|3|0|1
000479|box_n3_H24|b000190|1,13,16|4|13|16|10|14|16|17|20|10|32|16|18,8,0,0|10|10|24,8,0,0|16|16|10|8,10,8|2|2|2|0|1
000480|box_n3_H24|b000191|1,13,17|4|13|17|9|13|15|17|18|9|30|15|21,12,0,0|9|9|27,12,0,0|15|15|8|8,8,8|3|0|3|0|1
000481|box_n3_H24|b000192|1,13,18|4|13|18|10|13|14|18|20|10|28|14|20,10,0,0|10|10|28,14,0,0|14|14|8|8,8,8|2|0|2|0|1
000482|box_n3_H24|b000193|1,13,19|4|13|19|11|13|17|19|22|11|34|17|21,10,0,0|11|11|29,12,0,0|17|17|11|11,6,11|3|0|3|0|1
000483|box_n3_H24|b000194|1,13,20|4|13|20|10|14|18|21|20|10|36|18|18,8,0,0|10|10|30,12,0,0|18|18|10|10,8,10|2|7|2|0|1
000484|box_n3_H24|b000195|1,13,21|4|13|21|13|13|19|21|26|13|38|19|21,8,0,0|13|13|33,14,0,0|19|19|12|10,12,10|3|0|3|0|1
000485|box_n3_H24|b000196|1,13,22|4|13|22|12|13|18|22|24|12|36|18|20,8,0,0|12|12|34,16,0,0|18|18|10|10,10,10|2|0|2|0|1
000486|box_n3_H24|b000197|1,13,23|4|13|23|13|13|17|23|26|13|34|17|21,8,0,0|13|13|35,18,0,0|17|17|11|11,8,11|3|0|3|0|1
000487|box_n3_H24|b000198|1,13,24|4|13|24|10|14|20|25|20|10|40|20|18,8,0,0|10|10|36,16,0,0|20|20|10|10,10,10|2|3|2|0|1
000488|box_n3_H24|b000199|1,14,15|4|14|15|8|14|8|15|16|8|16|8|22,14,0,0|8|8|22,14,0,0|8|8|7|7,2,7|2|0|2|0|1
000489|box_n3_H24|b000200|1,14,16|4|14|16|12|15|12|17|24|12|24|12|24,12,0,0|12|12|24,12,0,0|12|12|8|8,8,8|4|71|4|0|1
000490|box_n3_H24|b000201|1,14,17|4|14|17|12|14|16|17|24|12|32|16|22,10,0,0|12|12|26,10,0,0|16|16|12|8,12,8|2|0|2|0|1
000491|box_n3_H24|b000202|1,14,18|4|14|18|12|14|16|18|24|12|32|16|22,10,0,0|12|12|30,14,0,0|16|16|10|9,10,9|6|252|6|0|1
000492|box_n3_H24|b000203|1,14,19|4|14|19|8|14|14|19|16|8|28|14|22,14,0,0|8|8|28,14,0,0|14|14|8|7,8,7|2|0|2|0|1
000493|box_n3_H24|b000204|1,14,20|4|14|20|10|15|16|21|20|10|32|16|20,10,0,0|10|10|32,16,0,0|16|16|10|8,10,8|4|220|4|0|1
000494|box_n3_H24|b000205|1,14,21|4|14|21|16|14|16|21|32|16|32|16|28,12,0,0|16|16|28,12,0,0|16|16|16|8,16,8|14|72|14|0|1
000495|box_n3_H24|b000206|1,14,22|4|14|22|12|14|18|22|24|12|36|18|22,10,0,0|12|12|34,16,0,0|18|18|10|10,10,10|6|308|6|0|1
000496|box_n3_H24|b000207|1,14,23|4|14|23|12|14|16|23|24|12|32|16|22,10,0,0|12|12|34,18,0,0|16|16|10|9,10,9|2|0|2|0|1
000497|box_n3_H24|b000208|1,14,24|4|14|24|12|15|18|25|24|12|36|18|24,12,0,0|12|12|36,18,0,0|18|18|10|10,10,10|4|103|4|0|1
000498|box_n3_H24|b000209|1,15,16|4|15|16|8|17|8|19|16|8|16|8|24,16,0,0|8|8|24,16,0,0|8|8|8|8,0,8|2|271|2|0|1
000499|box_n3_H24|b000210|1,15,17|4|15|17|11|15|15|17|22|11|30|15|23,12,0,0|11|11|27,12,0,0|15|15|9|9,8,9|3|0|3|0|1
000500|box_n3_H24|b000211|1,15,18|4|15|18|14|15|16|18|28|14|32|16|24,10,0,0|14|14|30,14,0,0|16|16|12|9,12,9|6|120|6|0|1
000501|box_n3_H24|b000212|1,15,19|4|15|19|13|15|17|19|26|13|34|17|23,10,0,0|13|13|29,12,0,0|17|17|11|11,8,11|3|0|3|0|1
000502|box_n3_H24|b000213|1,15,20|4|15|20|14|17|14|23|28|14|28|14|30,16,0,0|14|14|30,16,0,0|14|14|10|10,8,10|10|115|10|0|1
000503|box_n3_H24|b000214|1,15,21|4|15|21|15|15|17|21|30|15|34|17|27,12,0,0|15|15|33,16,0,0|17|17|11|11,10,11|8|140|9|1|1
000504|box_n3_H24|b000215|1,15,22|4|15|22|12|15|20|22|24|12|40|20|22,10,0,0|12|12|34,14,0,0|20|20|11|11,10,11|2|0|2|0|1
000505|box_n3_H24|b000216|1,15,23|4|15|23|13|15|19|23|26|13|38|19|23,10,0,0|13|13|35,16,0,0|19|19|13|13,6,13|3|0|3|0|1
000506|box_n3_H24|b000217|1,15,24|4|15|24|8|19|16|29|16|8|32|16|18,10,0,0|8|8|36,20,0,0|16|16|8|8,8,8|6|218|6|0|1
000507|box_n3_H24|b000218|1,16,17|4|16|17|8|17|8|19|16|8|16|8|24,16,0,0|8|8|24,16,0,0|8|8|8|8,0,8|2|321|2|0|1
000508|box_n3_H24|b000219|1,16,18|4|16|18|12|19|12|21|24|12|24|12|24,12,0,0|12|12|24,12,0,0|12|12|8|8,8,8|4|123|4|0|1
000509|box_n3_H24|b000220|1,16,19|4|16|19|12|18|16|21|24|12|32|16|24,12,0,0|12|12|30,14,0,0|16|16|12|8,12,8|2|2|2|0|1
000510|box_n3_H24|b000221|1,16,20|4|16|20|12|17|12|22|24|12|24|12|24,12,0,0|12|12|24,12,0,0|12|12|8|8,8,8|8|113|8|0|1
000511|box_n3_H24|b000222|1,16,21|4|16|21|8|17|14|23|16|8|28|14|24,16,0,0|8|8|30,16,0,0|14|14|8|8,6,8|2|191|2|0|1
000512|box_n3_H24|b000223|1,16,22|4|16|22|12|19|18|25|24|12|36|18|24,12,0,0|12|12|36,18,0,0|18|18|10|10,10,10|4|153|4|0|1
000513|box_n3_H24|b000224|1,16,23|4|16|23|12|18|18|25|24|12|36|18|24,12,0,0|12|12|36,18,0,0|18|18|10|10,10,10|2|13|2|0|1
000514|box_n3_H24|b000225|1,16,24|4|16|24|16|17|16|26|32|16|32|16|32,16,0,0|16|16|32,16,0,0|16|16|16|8,16,8|16|96|16|0|1
000515|box_n3_H24|b000226|1,17,18|4|17|18|10|17|12|18|20|10|24|12|26,16,0,0|10|10|28,16,0,0|12|12|10|10,2,10|2|0|2|0|1
000516|box_n3_H24|b000227|1,17,19|4|17|19|15|17|17|19|30|15|34|17|27,12,0,0|15|15|29,12,0,0|17|17|11|11,10,11|3|0|3|0|1
000517|box_n3_H24|b000228|1,17,20|4|17|20|14|18|18|21|28|14|36|18|24,10,0,0|14|14|30,12,0,0|18|18|12|10,12,10|2|3|2|0|1
000518|box_n3_H24|b000229|1,17,21|4|17|21|15|17|21|21|30|15|42|21|27,12,0,0|15|15|33,12,0,0|21|21|12|12,12,12|3|0|3|0|1
000519|box_n3_H24|b000230|1,17,22|4|17|22|14|17|16|22|28|14|32|16|26,12,0,0|14|14|34,18,0,0|16|16|10|10,10,10|2|0|2|0|1
000520|box_n3_H24|b000231|1,17,23|4|17|23|11|17|19|23|22|11|38|19|27,16,0,0|11|11|35,16,0,0|19|19|11|11,8,11|3|0|3|0|1
000521|box_n3_H24|b000232|1,17,24|4|17|24|12|18|20|25|24|12|40|20|24,12,0,0|12|12|36,16,0,0|20|20|12|10,12,10|2|6|2|0|1
000522|box_n3_H24|b000233|1,18,19|4|18|19|10|18|10|19|20|10|20|10|28,18,0,0|10|10|28,18,0,0|10|10|9|9,2,9|2|0|2|0|1
000523|box_n3_H24|b000234|1,18,20|4|18|20|14|19|16|21|28|14|32|16|28,14,0,0|14|14|32,16,0,0|16|16|10|10,10,10|4|280|4|0|1
000524|box_n3_H24|b000235|1,18,21|4|18|21|18|18|18|21|36|18|36|18|30,12,0,0|18|18|30,12,0,0|18|18|16|10,16,10|6|168|6|0|1
000525|box_n3_H24|b000236|1,18,22|4|18|22|16|18|18|22|32|16|36|18|30,14,0,0|16|16|34,16,0,0|18|18|12|11,12,11|6|396|6|0|1
000526|box_n3_H24|b000237|1,18,23|4|18|23|16|18|16|23|32|16|32|16|28,12,0,0|16|16|34,18,0,0|16|16|11|11,10,11|2|0|2|0|1
000527|box_n3_H24|b000238|1,18,24|4|18|24|18|19|18|25|36|18|36|18|36,18,0,0|18|18|36,18,0,0|18|18|12|12,12,12|12|115|12|0|1
000528|box_n3_H24|b000239|1,19,20|4|19|20|10|21|10|23|20|10|20|10|30,20,0,0|10|10|30,20,0,0|10|10|10|10,0,10|2|419|2|0|1
000529|box_n3_H24|b000240|1,19,21|4|19|21|15|19|17|21|30|15|34|17|29,14,0,0|15|15|33,16,0,0|17|17|11|11,10,11|3|0|3|0|1
000530|box_n3_H24|b000241|1,19,22|4|19|22|16|19|20|22|32|16|40|20|28,12,0,0|16|16|34,14,0,0|20|20|14|11,14,11|2|0|2|0|1
000531|box_n3_H24|b000242|1,19,23|4|19|23|15|19|17|23|30|15|34|17|29,14,0,0|15|15|35,18,0,0|17|17|11|11,10,11|3|0|3|0|1
000532|box_n3_H24|b000243|1,19,24|4|19|24|14|21|20|27|28|14|40|20|30,16,0,0|14|14|36,16,0,0|20|20|12|12,10,12|2|1|2|0|1
000533|box_n3_H24|b000244|1,20,21|4|20|21|10|21|10|23|20|10|20|10|30,20,0,0|10|10|30,20,0,0|10|10|10|10,0,10|2|481|2|0|1
000534|box_n3_H24|b000245|1,20,22|4|20|22|16|23|16|25|32|16|32|16|32,16,0,0|16|16|32,16,0,0|16|16|12|10,12,10|4|360|4|0|1
000535|box_n3_H24|b000246|1,20,23|4|20|23|14|22|20|25|28|14|40|20|30,16,0,0|14|14|36,16,0,0|20|20|14|10,14,10|2|9|2|0|1
000536|box_n3_H24|b000247|1,20,24|4|20|24|16|21|20|26|32|16|40|20|32,16,0,0|16|16|40,20,0,0|20|20|12|12,12,12|8|216|8|0|1
000537|box_n3_H24|b000248|1,21,22|4|21|22|12|21|14|22|24|12|28|14|32,20,0,0|12|12|34,20,0,0|14|14|12|12,2,12|2|0|2|0|1
000538|box_n3_H24|b000249|1,21,23|4|21|23|17|21|19|23|34|17|38|19|33,16,0,0|17|17|35,16,0,0|19|19|13|13,10,13|3|0|3|0|1
000539|box_n3_H24|b000250|1,21,24|4|21|24|20|22|20|25|40|20|40|20|36,16,0,0|20|20|36,16,0,0|20|20|16|12,16,12|6|190|6|0|1
000540|box_n3_H24|b000251|1,22,23|4|22|23|12|22|12|23|24|12|24|12|34,22,0,0|12|12|34,22,0,0|12|12|11|11,2,11|2|0|2|0|1
000541|box_n3_H24|b000252|1,22,24|4|22|24|18|23|18|25|36|18|36|18|36,18,0,0|18|18|36,18,0,0|18|18|12|12,12,12|4|155|4|0|1
000542|box_n3_H24|b000253|1,23,24|4|23|24|12|25|12|27|24|12|24|12|36,24,0,0|12|12|36,24,0,0|12|12|12|12,0,12|2|599|2|0|1
000543|box_n3_H24|b000254|2,3,4|4|3|4|2|2|4|2|4|2|8|4|6,4,0,0|2|2|6,2,0,0|4|4|4|1,4,1|2|2|2|0|1
000544|box_n3_H24|b000255|2,3,5|4|3|5|2|3|4|3|4|2|8|4|5,3,0,0|2|2|9,5,0,0|4|4|3|3,0,3|2|0|3|1|0
000545|box_n3_H24|b000256|2,3,6|4|3|6|2|3|6|3|4|2|12|6|6,4,0,0|2|2|12,6,0,0|6|6|3|3,2,3|4|4|6|2|0
000546|box_n3_H24|b000257|2,3,7|4|3|7|2|3|6|5|4|2|12|6|5,3,0,0|2|2|11,5,0,0|6|6|3|3,2,3|2|0|3|1|0
000547|box_n3_H24|b000258|2,3,8|4|3|8|2|2|6|5|4|2|12|6|6,4,0,0|2|2|12,6,0,0|6|6|4|2,4,2|2|7|2|0|0
000548|box_n3_H24|b000259|2,3,9|4|3|9|4|2|8|5|8|4|16|8|9,5,0,0|4|4|15,7,0,0|8|8|4|4,4,4|7|12|9|2|0
000549|box_n3_H24|b000260|2,3,10|4|3|10|4|2|10|5|8|4|20|10|4,0,0,0|4|4|16,6,0,0|10|10|6|4,6,4|2|0|2|0|0
000550|box_n3_H24|b000261|2,3,11|4|3|11|2|3|10|6|4|2|20|10|5,3,0,0|2|2|17,7,0,0|10|10|4|4,4,4|2|0|3|1|0
000551|box_n3_H24|b000262|2,3,12|4|3|12|0|-1|10|6|0|0|20|10|0,0,0,0|0|0|18,8,0,0|10|10|4|3,4,3|-1|-1|0|0|0
000552|box_n3_H24|b000263|2,3,13|4|3|13|2|3|10|7|4|2|20|10|5,3,0,0|2|2|21,11,0,0|10|10|5|5,2,5|2|0|3|1|0
000553|box_n3_H24|b000264|2,3,14|4|3|14|4|2|12|7|8|4|24|12|4,0,0,0|4|4|22,10,0,0|12|12|6|5,6,5|2|0|2|0|0
000554|box_n3_H24|b000265|2,3,15|4|3|15|4|2|12|9|8|4|24|12|9,5,0,0|4|4|27,15,0,0|12|12|6|5,6,5|7|20|9|2|0
000555|box_n3_H24|b000266|2,3,16|4|3|16|2|2|12|9|4|2|24|12|6,4,0,0|2|2|24,12,0,0|12|12|6|4,6,4|2|11|2|0|0
000556|box_n3_H24|b000267|2,3,17|4|3|17|2|3|14|9|4|2|28|14|5,3,0,0|2|2|27,13,0,0|14|14|6|6,4,6|2|0|3|1|0
000557|box_n3_H24|b000268|2,3,18|4|3|18|2|3|16|9|4|2|32|16|6,4,0,0|2|2|30,14,0,0|16|16|6|6,6,6|4|12|6|2|0
000558|box_n3_H24|b000269|2,3,19|4|3|19|2|3|16|10|4|2|32|16|5,3,0,0|2|2|29,13,0,0|16|16|6|6,6,6|2|0|3|1|0
000559|box_n3_H24|b000270|2,3,20|4|3|20|2|2|16|10|4|2|32|16|6,4,0,0|2|2|30,14,0,0|16|16|8|5,8,5|2|10|2|0|0
000560|box_n3_H24|b000271|2,3,21|4|3|21|4|2|16|11|8|4|32|16|9,5,0,0|4|4|33,17,0,0|16|16|7|7,6,7|7|28|9|2|0
000561|box_n3_H24|b000272|2,3,22|4|3|22|4|2|18|11|8|4|36|18|4,0,0,0|4|4|34,16,0,0|18|18|8|7,8,7|2|0|2|0|0
000562|box_n3_H24|b000273|2,3,23|4|3|23|2|3|18|13|4|2|36|18|5,3,0,0|2|2|35,17,0,0|18|18|7|7,6,7|2|0|3|1|0
000563|box_n3_H24|b000274|2,3,24|4|3|24|0|-1|18|13|0|0|36|18|0,0,0,0|0|0|36,18,0,0|18|18|6|6,6,6|-1|-1|0|0|0
000564|box_n3_H24|b000275|2,4,5|4|4|5|4|2|4|3|8|4|8|4|6,2,0,0|4|4|6,2,0,0|4|4|3|3,2,3|2|2|2|0|0
000565|box_n3_H24|b000276|2,4,7|4|4|7|4|3|6|5|8|4|12|6|6,2,0,0|4|4|12,6,0,0|6|6|4|3,4,3|2|2|2|0|1
000566|box_n3_H24|b000277|2,4,9|4|4|9|4|3|6|5|8|4|12|6|6,2,0,0|4|4|12,6,0,0|6|6|4|3,4,3|2|2|2|0|0
000567|box_n3_H24|b000278|2,4,11|4|4|11|4|2|8|6|8|4|16|8|6,2,0,0|4|4|18,10,0,0|8|8|6|3,6,3|2|2|2|0|0
000568|box_n3_H24|b000279|2,4,13|4|4|13|4|2|10|7|8|4|20|10|6,2,0,0|4|4|18,8,0,0|10|10|5|5,4,5|2|2|2|0|0
000569|box_n3_H24|b000280|2,4,15|4|4|15|4|5|12|9|8|4|24|12|6,2,0,0|4|4|24,12,0,0|12|12|6|5,6,5|2|2|2|0|0
000570|box_n3_H24|b000281|2,4,17|4|4|17|4|5|12|9|8|4|24|12|6,2,0,0|4|4|24,12,0,0|12|12|6|5,6,5|2|2|2|0|0
000571|box_n3_H24|b000282|2,4,19|4|4|19|4|2|14|10|8|4|28|14|6,2,0,0|4|4|30,16,0,0|14|14|8|5,8,5|2|2|2|0|0
000572|box_n3_H24|b000283|2,4,21|4|4|21|4|2|16|11|8|4|32|16|6,2,0,0|4|4|30,14,0,0|16|16|7|7,6,7|2|2|2|0|0
000573|box_n3_H24|b000284|2,4,23|4|4|23|4|3|18|13|8|4|36|18|6,2,0,0|4|4|36,18,0,0|18|18|8|7,8,7|2|2|2|0|0
000574|box_n3_H24|b000285|2,5,6|4|5|6|2|5|6|3|4|2|12|6|8,6,0,0|2|2|10,4,0,0|6|6|3|3,2,3|2|0|2|0|0
000575|box_n3_H24|b000286|2,5,7|4|5|7|4|5|4|7|8|4|8|4|9,5,0,0|4|4|11,7,0,0|4|4|4|4,0,4|2|0|3|1|0
000576|box_n3_H24|b000287|2,5,8|4|5|8|2|6|6|9|4|2|12|6|6,4,0,0|2|2|12,6,0,0|6|6|4|2,4,2|2|27|2|0|1
000577|box_n3_H24|b000288|2,5,9|4|5|9|6|3|8|5|12|6|16|8|9,3,0,0|6|6|15,7,0,0|8|8|5|5,4,5|2|0|3|1|1
000578|box_n3_H24|b000289|2,5,10|4|5|10|6|3|12|5|12|6|24|12|10,4,0,0|6|6|20,8,0,0|12|12|6|6,6,6|10|8|10|0|1
000579|box_n3_H24|b000290|2,5,11|4|5|11|6|3|10|6|12|6|20|10|9,3,0,0|6|6|17,7,0,0|10|10|6|5,6,5|2|0|3|1|0
000580|box_n3_H24|b000291|2,5,12|4|5|12|2|6|10|6|4|2|20|10|6,4,0,0|2|2|18,8,0,0|10|10|6|3,6,3|2|38|2|0|0
000581|box_n3_H24|b000292|2,5,13|4|5|13|4|5|12|7|8|4|24|12|9,5,0,0|4|4|21,9,0,0|12|12|6|6,4,6|2|0|3|1|0
000582|box_n3_H24|b000293|2,5,14|4|5|14|2|5|12|7|4|2|24|12|8,6,0,0|2|2|22,10,0,0|12|12|5|5,4,5|2|0|2|0|0
000583|box_n3_H24|b000294|2,5,15|4|5|15|8|3|12|9|16|8|24|12|15,7,0,0|8|8|25,13,0,0|12|12|8|8,4,8|14|12|15|1|0
000584|box_n3_H24|b000295|2,5,16|4|5|16|4|3|12|9|8|4|24|12|6,2,0,0|4|4|24,12,0,0|12|12|6|6,4,6|2|13|2|0|0
000585|box_n3_H24|b000296|2,5,17|4|5|17|4|3|16|9|8|4|32|16|9,5,0,0|4|4|27,11,0,0|16|16|7|7,6,7|2|0|3|1|0
000586|box_n3_H24|b000297|2,5,18|4|5|18|8|3|16|9|16|8|32|16|8,0,0,0|8|8|28,12,0,0|16|16|8|8,8,8|2|0|2|0|0
000587|box_n3_H24|b000298|2,5,19|4|5|19|6|5|16|10|12|6|32|16|9,3,0,0|6|6|29,13,0,0|16|16|8|7,8,7|2|0|3|1|0
000588|box_n3_H24|b000299|2,5,20|4|5|20|0|-1|16|10|0|0|32|16|0,0,0,0|0|0|30,14,0,0|16|16|6|5,6,5|-1|-1|0|0|0
000589|box_n3_H24|b000300|2,5,21|4|5|21|6|5|16|11|12|6|32|16|9,3,0,0|6|6|33,17,0,0|16|16|8|8,6,8|2|0|3|1|0
000590|box_n3_H24|b000301|2,5,22|4|5|22|8|3|18|11|16|8|36|18|8,0,0,0|8|8|34,16,0,0|18|18|9|9,8,9|2|0|2|0|0
000591|box_n3_H24|b000302|2,5,23|4|5|23|4|3|16|13|8|4|32|16|9,5,0,0|4|4|35,19,0,0|16|16|8|8,4,8|2|0|3|1|0
000592|box_n3_H24|b000303|2,5,24|4|5|24|4|3|18|13|8|4|36|18|6,2,0,0|4|4|36,18,0,0|18|18|8|8,6,8|2|17|2|0|0
000593|box_n3_H24|b000304|2,6,7|4|6|7|6|5|4|6|12|6|8|4|10,4,0,0|6|6|10,6,0,0|4|4|4|3,4,3|2|0|2|0|0
000594|box_n3_H24|b000305|2,6,9|4|6|9|6|6|4|9|12|6|8|4|12,6,0,0|6|6|12,8,0,0|4|4|4|3,4,3|4|12|6|2|1
000595|box_n3_H24|b000306|2,6,11|4|6|11|6|3|4|10|12|6|8|4|10,4,0,0|6|6|16,12,0,0|4|4|4|3,4,3|2|0|2|0|1
000596|box_n3_H24|b000307|2,6,13|4|6|13|6|3|8|11|12|6|16|8|10,4,0,0|6|6|20,12,0,0|8|8|5|5,4,5|2|0|2|0|0
000597|box_n3_H24|b000308|2,6,15|4|6|15|6|6|8|13|12|6|16|8|12,6,0,0|6|6|24,16,0,0|8|8|5|5,4,5|4|16|6|2|0
000598|box_n3_H24|b000309|2,6,17|4|6|17|6|5|8|15|12|6|16|8|10,4,0,0|6|6|26,18,0,0|8|8|5|5,4,5|2|0|2|0|0
000599|box_n3_H24|b000310|2,6,19|4|6|19|6|3|10|17|12|6|20|10|10,4,0,0|6|6|28,18,0,0|10|10|6|5,6,5|2|0|2|0|0
000600|box_n3_H24|b000311|2,6,21|4|6|21|6|3|10|18|12|6|20|10|12,6,0,0|6|6|30,20,0,0|10|10|6|5,6,5|4|24|6|2|0
000601|box_n3_H24|b000312|2,6,23|4|6|23|6|6|10|21|12|6|20|10|10,4,0,0|6|6|34,24,0,0|10|10|6|5,6,5|2|0|2|0|0
000602|box_n3_H24|b000313|2,7,8|4|7|8|6|5|6|6|12|6|12|6|12,6,0,0|6|6|12,6,0,0|6|6|4|4,4,4|2|26|2|0|1
000603|box_n3_H24|b000314|2,7,9|4|7|9|4|5|6|7|8|4|12|6|11,7,0,0|4|4|15,9,0,0|6|6|5|5,0,5|2|0|3|1|1
000604|box_n3_H24|b000315|2,7,10|4|7|10|4|7|10|9|8|4|20|10|10,6,0,0|4|4|16,6,0,0|10|10|6|4,6,4|2|0|2|0|1
000605|box_n3_H24|b000316|2,7,11|4|7|11|6|6|8|9|12|6|16|8|11,5,0,0|6|6|17,9,0,0|8|8|5|5,4,5|2|0|3|1|1
000606|box_n3_H24|b000317|2,7,12|4|7|12|4|6|10|9|8|4|20|10|12,8,0,0|4|4|18,8,0,0|10|10|8|3,8,3|2|6|2|0|1
000607|box_n3_H24|b000318|2,7,13|4|7|13|6|5|12|10|12|6|24|12|11,5,0,0|6|6|21,9,0,0|12|12|6|6,6,6|2|0|3|1|1
000608|box_n3_H24|b000319|2,7,14|4|7|14|6|5|14|10|12|6|28|14|14,8,0,0|6|6|28,14,0,0|14|14|7|7,6,7|12|12|14|2|1
000609|box_n3_H24|b000320|2,7,15|4|7|15|6|5|12|11|12|6|24|12|11,5,0,0|6|6|23,11,0,0|12|12|6|6,6,6|2|0|3|1|0
000610|box_n3_H24|b000321|2,7,16|4|7|16|4|6|12|13|8|4|24|12|12,8,0,0|4|4|24,12,0,0|12|12|8|4,8,4|2|15|2|0|0
000611|box_n3_H24|b000322|2,7,17|4|7|17|6|6|14|13|12|6|28|14|11,5,0,0|6|6|27,13,0,0|14|14|7|7,6,7|2|0|3|1|0
000612|box_n3_H24|b000323|2,7,18|4|7|18|4|7|16|13|8|4|32|16|10,6,0,0|4|4|28,12,0,0|16|16|8|6,8,6|2|0|2|0|0
000613|box_n3_H24|b000324|2,7,19|4|7|19|4|5|16|14|8|4|32|16|11,7,0,0|4|4|29,13,0,0|16|16|7|7,6,7|2|0|3|1|0
000614|box_n3_H24|b000325|2,7,20|4|7|20|6|5|16|15|12|6|32|16|12,6,0,0|6|6|30,14,0,0|16|16|8|7,8,7|2|65|2|0|0
000615|box_n3_H24|b000326|2,7,21|4|7|21|10|5|18|15|20|10|36|18|21,11,0,0|10|10|35,17,0,0|18|18|10|10,8,10|19|24|21|2|0
000616|box_n3_H24|b000327|2,7,22|4|7|22|4|6|18|17|8|4|36|18|10,6,0,0|4|4|34,16,0,0|18|18|8|7,8,7|2|0|2|0|0
000617|box_n3_H24|b000328|2,7,23|4|7|23|4|7|20|17|8|4|40|20|11,7,0,0|4|4|35,15,0,0|20|20|8|8,8,8|2|0|3|1|0
000618|box_n3_H24|b000329|2,7,24|4|7|24|6|5|18|18|12|6|36|18|12,6,0,0|6|6|36,18,0,0|18|18|8|8,8,8|2|19|2|0|0
000619|box_n3_H24|b000330|2,8,9|4|8|9|6|5|6|6|12|6|12|6|12,6,0,0|6|6|12,6,0,0|6|6|4|4,4,4|2|29|2|0|1
000620|box_n3_H24|b000331|2,8,11|4|8|11|6|5|10|7|12|6|20|10|12,6,0,0|6|6|18,8,0,0|10|10|6|6,4,6|2|31|2|0|1
000621|box_n3_H24|b000332|2,8,13|4|8|13|6|6|10|9|12|6|20|10|12,6,0,0|6|6|18,8,0,0|10|10|6|6,4,6|2|33|2|0|1
000622|box_n3_H24|b000333|2,8,15|4|8|15|6|5|12|10|12|6|24|12|12,6,0,0|6|6|24,12,0,0|12|12|6|6,6,6|2|35|2|0|1
000623|box_n3_H24|b000334|2,8,17|4|8|17|6|5|12|11|12|6|24|12|12,6,0,0|6|6|24,12,0,0|12|12|6|6,6,6|2|37|2|0|0
000624|box_n3_H24|b000335|2,8,19|4|8|19|6|6|14|13|12|6|28|14|12,6,0,0|6|6|30,16,0,0|14|14|8|6,8,6|2|39|2|0|0
000625|box_n3_H24|b000336|2,8,21|4|8|21|6|5|14|14|12|6|28|14|12,6,0,0|6|6|30,16,0,0|14|14|8|6,8,6|2|57|2|0|0
000626|box_n3_H24|b000337|2,8,23|4|8|23|6|5|18|15|12|6|36|18|12,6,0,0|6|6|36,18,0,0|18|18|8|8,8,8|2|59|2|0|0
000627|box_n3_H24|b000338|2,9,10|4|9|10|8|5|10|6|16|8|20|10|14,6,0,0|8|8|16,6,0,0|10|10|6|6,6,6|2|0|2|0|1
000628|box_n3_H24|b000339|2,9,11|4|9|11|6|5|6|7|12|6|12|6|15,9,0,0|6|6|17,11,0,0|6|6|6|6,0,6|2|0|3|1|1
000629|box_n3_H24|b000340|2,9,12|4|9|12|10|5|10|7|20|10|20|10|18,8,0,0|10|10|18,8,0,0|10|10|7|7,6,7|6|29|6|0|1
000630|box_n3_H24|b000341|2,9,13|4|9|13|8|7|12|9|16|8|24|12|15,7,0,0|8|8|21,9,0,0|12|12|7|7,6,7|2|0|3|1|1
000631|box_n3_H24|b000342|2,9,14|4|9|14|8|6|12|9|16|8|24|12|14,6,0,0|8|8|22,10,0,0|12|12|7|7,6,7|2|0|2|0|1
000632|box_n3_H24|b000343|2,9,15|4|9|15|8|6|14|9|16|8|28|14|15,7,0,0|8|8|27,13,0,0|14|14|8|7,8,7|7|60|9|2|1
000633|box_n3_H24|b000344|2,9,16|4|9|16|4|6|12|9|8|4|24|12|12,8,0,0|4|4|24,12,0,0|12|12|8|4,8,4|2|51|2|0|1
000634|box_n3_H24|b000345|2,9,17|4|9|17|8|5|14|10|16|8|28|14|15,7,0,0|8|8|27,13,0,0|14|14|8|8,6,8|2|0|3|1|1
000635|box_n3_H24|b000346|2,9,18|4|9|18|10|5|20|10|20|10|40|20|18,8,0,0|10|10|36,16,0,0|20|20|10|10,10,10|18|16|18|0|1
000636|box_n3_H24|b000347|2,9,19|4|9|19|8|5|14|11|16|8|28|14|15,7,0,0|8|8|29,15,0,0|14|14|8|8,6,8|2|0|3|1|0
