n,H,tuple_index,tuple,pivot_index,pivot_speed,m,b,R_size,union_size,G,min_J,margin,construction_count,best_index,memo_min_J,uniform_energy_num,uniform_energy_den,uniform_energy_strict,star_min_J,star_margin
4,10,168,"(3,7,8,10)",2,8,3,3,32,24,8,24,8,1,0,24,0,1,1,24,8
4,10,168,"(3,7,8,10)",3,10,3,3,40,32,8,32,8,1,0,32,0,1,1,32,8
4,10,169,"(3,7,9,10)",0,3,3,3,12,8,4,8,4,1,0,8,0,1,1,8,4
4,10,169,"(3,7,9,10)",1,7,3,3,28,24,4,24,4,1,0,24,0,1,1,24,4
4,10,169,"(3,7,9,10)",2,9,3,3,36,28,8,28,8,1,0,28,0,1,1,28,8
4,10,169,"(3,7,9,10)",3,10,3,3,40,34,6,34,6,1,0,34,0,1,1,34,6
4,10,170,"(3,8,9,10)",0,3,3,3,12,8,4,8,4,1,0,8,0,1,1,8,4
4,10,170,"(3,8,9,10)",1,8,3,3,32,24,8,24,8,1,0,24,0,1,1,24,8
4,10,170,"(3,8,9,10)",2,9,3,3,36,26,10,26,10,1,0,26,0,1,1,26,10
4,10,170,"(3,8,9,10)",3,10,3,3,40,32,8,32,8,1,0,32,0,1,1,32,8
4,10,171,"(4,5,6,7)",0,4,3,3,16,12,4,12,4,1,0,12,0,1,1,12,4
4,10,171,"(4,5,6,7)",1,5,3,3,20,18,2,18,2,1,0,18,0,1,1,18,2
4,10,171,"(4,5,6,7)",2,6,3,3,24,20,4,20,4,1,0,20,0,1,1,20,4
4,10,171,"(4,5,6,7)",3,7,3,3,28,22,6,22,6,1,0,22,0,1,1,22,6
4,10,172,"(4,5,6,8)",0,4,3,3,16,8,8,8,8,1,0,8,0,1,1,8,8
4,10,172,"(4,5,6,8)",1,5,3,3,20,16,4,16,4,1,0,16,0,1,1,16,4
4,10,172,"(4,5,6,8)",2,6,3,3,24,18,6,18,6,1,0,18,0,1,1,18,6
4,10,172,"(4,5,6,8)",3,8,3,3,32,22,10,22,10,1,0,22,0,1,1,22,10
4,10,173,"(4,5,6,9)",0,4,3,3,16,12,4,12,4,1,0,12,0,1,1,12,4
4,10,173,"(4,5,6,9)",1,5,3,3,20,18,2,18,2,1,0,18,0,1,1,18,2
4,10,173,"(4,5,6,9)",2,6,3,3,24,18,6,18,6,1,0,18,0,1,1,18,6
4,10,173,"(4,5,6,9)",3,9,3,3,36,30,6,30,6,1,0,30,0,1,1,30,6
4,10,174,"(4,5,6,10)",0,4,3,3,16,12,4,12,4,1,0,12,0,1,1,12,4
4,10,174,"(4,5,6,10)",1,5,3,3,20,14,6,14,6,1,0,14,0,1,1,14,6
4,10,174,"(4,5,6,10)",2,6,3,3,24,20,4,20,4,1,0,20,0,1,1,20,4
4,10,174,"(4,5,6,10)",3,10,3,3,40,32,8,32,8,1,0,32,0,1,1,32,8
4,10,175,"(4,5,7,8)",0,4,3,3,16,10,6,10,6,1,0,10,0,1,1,10,6
4,10,175,"(4,5,7,8)",1,5,3,3,20,16,4,16,4,1,0,16,0,1,1,16,4
4,10,175,"(4,5,7,8)",2,7,3,3,28,20,8,20,8,1,0,20,0,1,1,20,8
4,10,175,"(4,5,7,8)",3,8,3,3,32,22,10,22,10,1,0,22,0,1,1,22,10
4,10,176,"(4,5,7,9)",0,4,3,3,16,14,2,14,2,1,0,14,0,1,1,14,2
4,10,176,"(4,5,7,9)",1,5,3,3,20,16,4,16,4,1,0,16,0,1,1,16,4
4,10,176,"(4,5,7,9)",2,7,3,3,28,24,4,24,4,1,0,24,0,1,1,24,4
4,10,176,"(4,5,7,9)",3,9,3,3,36,30,6,30,6,1,0,30,0,1,1,30,6
4,10,177,"(4,5,7,10)",0,4,3,3,16,12,4,12,4,1,0,12,0,1,1,12,4
4,10,177,"(4,5,7,10)",1,5,3,3,20,14,6,14,6,1,0,14,0,1,1,14,6
4,10,177,"(4,5,7,10)",2,7,3,3,28,24,4,24,4,1,0,24,0,1,1,24,4
4,10,177,"(4,5,7,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,178,"(4,5,8,9)",0,4,3,3,16,10,6,10,6,1,0,10,0,1,1,10,6
4,10,178,"(4,5,8,9)",1,5,3,3,20,16,4,16,4,1,0,16,0,1,1,16,4
4,10,178,"(4,5,8,9)",2,8,3,3,32,24,8,24,8,1,0,24,0,1,1,24,8
4,10,178,"(4,5,8,9)",3,9,3,3,36,28,8,28,8,1,0,28,0,1,1,28,8
4,10,179,"(4,5,8,10)",0,4,3,3,16,8,8,8,8,1,0,8,0,1,1,8,8
4,10,179,"(4,5,8,10)",1,5,3,3,20,12,8,12,8,1,0,12,0,1,1,12,8
4,10,179,"(4,5,8,10)",2,8,3,3,32,20,12,20,12,1,0,20,0,1,1,20,12
4,10,179,"(4,5,8,10)",3,10,3,3,40,28,12,28,12,1,0,28,0,1,1,28,12
4,10,180,"(4,5,9,10)",0,4,3,3,16,12,4,12,4,1,0,12,0,1,1,12,4
4,10,180,"(4,5,9,10)",1,5,3,3,20,14,6,14,6,1,0,14,0,1,1,14,6
4,10,180,"(4,5,9,10)",2,9,3,3,36,28,8,28,8,1,0,28,0,1,1,28,8
4,10,180,"(4,5,9,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,181,"(4,6,7,8)",0,4,3,3,16,8,8,8,8,1,0,8,0,1,1,8,8
4,10,181,"(4,6,7,8)",1,6,3,3,24,16,8,16,8,1,0,16,0,1,1,16,8
4,10,181,"(4,6,7,8)",2,7,3,3,28,20,8,20,8,1,0,20,0,1,1,20,8
4,10,181,"(4,6,7,8)",3,8,3,3,32,22,10,22,10,1,0,22,0,1,1,22,10
4,10,182,"(4,6,7,9)",0,4,3,3,16,10,6,10,6,1,0,10,0,1,1,10,6
4,10,182,"(4,6,7,9)",1,6,3,3,24,16,8,16,8,1,0,16,0,1,1,16,8
4,10,182,"(4,6,7,9)",2,7,3,3,28,18,10,18,10,1,0,18,0,1,1,18,10
4,10,182,"(4,6,7,9)",3,9,3,3,36,26,10,26,10,1,0,26,0,1,1,26,10
4,10,183,"(4,6,7,10)",0,4,3,3,16,14,2,14,2,1,0,14,0,1,1,14,2
4,10,183,"(4,6,7,10)",1,6,3,3,24,20,4,20,4,1,0,20,0,1,1,20,4
4,10,183,"(4,6,7,10)",2,7,3,3,28,24,4,24,4,1,0,24,0,1,1,24,4
4,10,183,"(4,6,7,10)",3,10,3,3,40,34,6,34,6,1,0,34,0,1,1,34,6
4,10,184,"(4,6,8,9)",0,4,3,3,16,8,8,8,8,1,0,8,0,1,1,8,8
4,10,184,"(4,6,8,9)",1,6,3,3,24,16,8,16,8,1,0,16,0,1,1,16,8
4,10,184,"(4,6,8,9)",2,8,3,3,32,22,10,22,10,1,0,22,0,1,1,22,10
4,10,184,"(4,6,8,9)",3,9,3,3,36,26,10,26,10,1,0,26,0,1,1,26,10
4,10,185,"(4,6,9,10)",0,4,3,3,16,14,2,14,2,1,0,14,0,1,1,14,2
4,10,185,"(4,6,9,10)",1,6,3,3,24,18,6,18,6,1,0,18,0,1,1,18,6
4,10,185,"(4,6,9,10)",2,9,3,3,36,28,8,28,8,1,0,28,0,1,1,28,8
4,10,185,"(4,6,9,10)",3,10,3,3,40,32,8,32,8,1,0,32,0,1,1,32,8
4,10,186,"(4,7,8,9)",0,4,3,3,16,10,6,10,6,1,0,10,0,1,1,10,6
4,10,186,"(4,7,8,9)",1,7,3,3,28,18,10,18,10,1,0,18,0,1,1,18,10
4,10,186,"(4,7,8,9)",2,8,3,3,32,22,10,22,10,1,0,22,0,1,1,22,10
4,10,186,"(4,7,8,9)",3,9,3,3,36,26,10,26,10,1,0,26,0,1,1,26,10
4,10,187,"(4,7,8,10)",0,4,3,3,16,12,4,12,4,1,0,12,0,1,1,12,4
4,10,187,"(4,7,8,10)",1,7,3,3,28,22,6,22,6,1,0,22,0,1,1,22,6
4,10,187,"(4,7,8,10)",2,8,3,3,32,22,10,22,10,1,0,22,0,1,1,22,10
4,10,187,"(4,7,8,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,188,"(4,7,9,10)",0,4,3,3,16,14,2,14,2,1,0,14,0,1,1,14,2
4,10,188,"(4,7,9,10)",1,7,3,3,28,22,6,22,6,1,0,22,0,1,1,22,6
4,10,188,"(4,7,9,10)",2,9,3,3,36,28,8,28,8,1,0,28,0,1,1,28,8
4,10,188,"(4,7,9,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,189,"(4,8,9,10)",0,4,3,3,16,12,4,12,4,1,0,12,0,1,1,12,4
4,10,189,"(4,8,9,10)",1,8,3,3,32,24,8,24,8,1,0,24,0,1,1,24,8
4,10,189,"(4,8,9,10)",2,9,3,3,36,28,8,28,8,1,0,28,0,1,1,28,8
4,10,189,"(4,8,9,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,190,"(5,6,7,8)",0,5,3,3,20,16,4,16,4,1,0,16,0,1,1,16,4
4,10,190,"(5,6,7,8)",1,6,3,3,24,18,6,18,6,1,0,18,0,1,1,18,6
4,10,190,"(5,6,7,8)",2,7,3,3,28,22,6,22,6,1,0,22,0,1,1,22,6
4,10,190,"(5,6,7,8)",3,8,3,3,32,26,6,26,6,1,0,26,0,1,1,26,6
4,10,191,"(5,6,7,9)",0,5,3,3,20,16,4,16,4,1,0,16,0,1,1,16,4
4,10,191,"(5,6,7,9)",1,6,3,3,24,20,4,20,4,1,0,20,0,1,1,20,4
4,10,191,"(5,6,7,9)",2,7,3,3,28,22,6,22,6,1,0,22,0,1,1,22,6
4,10,191,"(5,6,7,9)",3,9,3,3,36,26,10,26,10,1,0,26,0,1,1,26,10
4,10,192,"(5,6,7,10)",0,5,3,3,20,14,6,14,6,1,0,14,0,1,1,14,6
4,10,192,"(5,6,7,10)",1,6,3,3,24,20,4,20,4,1,0,20,0,1,1,20,4
4,10,192,"(5,6,7,10)",2,7,3,3,28,22,6,22,6,1,0,22,0,1,1,22,6
4,10,192,"(5,6,7,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,193,"(5,6,8,9)",0,5,3,3,20,14,6,14,6,1,0,14,0,1,1,14,6
4,10,193,"(5,6,8,9)",1,6,3,3,24,18,6,18,6,1,0,18,0,1,1,18,6
4,10,193,"(5,6,8,9)",2,8,3,3,32,24,8,24,8,1,0,24,0,1,1,24,8
4,10,193,"(5,6,8,9)",3,9,3,3,36,26,10,26,10,1,0,26,0,1,1,26,10
4,10,194,"(5,6,8,10)",0,5,3,3,20,12,8,12,8,1,0,12,0,1,1,12,8
4,10,194,"(5,6,8,10)",1,6,3,3,24,20,4,20,4,1,0,20,0,1,1,20,4
4,10,194,"(5,6,8,10)",2,8,3,3,32,24,8,24,8,1,0,24,0,1,1,24,8
4,10,194,"(5,6,8,10)",3,10,3,3,40,28,12,28,12,1,0,28,0,1,1,28,12
4,10,195,"(5,6,9,10)",0,5,3,3,20,14,6,14,6,1,0,14,0,1,1,14,6
4,10,195,"(5,6,9,10)",1,6,3,3,24,16,8,16,8,1,0,16,0,1,1,16,8
4,10,195,"(5,6,9,10)",2,9,3,3,36,24,12,24,12,1,0,24,0,1,1,24,12
4,10,195,"(5,6,9,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,196,"(5,7,8,9)",0,5,3,3,20,16,4,16,4,1,0,16,0,1,1,16,4
4,10,196,"(5,7,8,9)",1,7,3,3,28,24,4,24,4,1,0,24,0,1,1,24,4
4,10,196,"(5,7,8,9)",2,8,3,3,32,26,6,26,6,1,0,26,0,1,1,26,6
4,10,196,"(5,7,8,9)",3,9,3,3,36,28,8,28,8,1,0,28,0,1,1,28,8
4,10,197,"(5,7,8,10)",0,5,3,3,20,14,6,14,6,1,0,14,0,1,1,14,6
4,10,197,"(5,7,8,10)",1,7,3,3,28,22,6,22,6,1,0,22,0,1,1,22,6
4,10,197,"(5,7,8,10)",2,8,3,3,32,22,10,22,10,1,0,22,0,1,1,22,10
4,10,197,"(5,7,8,10)",3,10,3,3,40,28,12,28,12,1,0,28,0,1,1,28,12
4,10,198,"(5,7,9,10)",0,5,3,3,20,12,8,12,8,1,0,12,0,1,1,12,8
4,10,198,"(5,7,9,10)",1,7,3,3,28,24,4,24,4,1,0,24,0,1,1,24,4
4,10,198,"(5,7,9,10)",2,9,3,3,36,26,10,26,10,1,0,26,0,1,1,26,10
4,10,198,"(5,7,9,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,199,"(5,8,9,10)",0,5,3,3,20,12,8,12,8,1,0,12,0,1,1,12,8
4,10,199,"(5,8,9,10)",1,8,3,3,32,22,10,22,10,1,0,22,0,1,1,22,10
4,10,199,"(5,8,9,10)",2,9,3,3,36,28,8,28,8,1,0,28,0,1,1,28,8
4,10,199,"(5,8,9,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,200,"(6,7,8,9)",0,6,3,3,24,14,10,14,10,1,0,14,0,1,1,14,10
4,10,200,"(6,7,8,9)",1,7,3,3,28,20,8,20,8,1,0,20,0,1,1,20,8
4,10,200,"(6,7,8,9)",2,8,3,3,32,24,8,24,8,1,0,24,0,1,1,24,8
4,10,200,"(6,7,8,9)",3,9,3,3,36,24,12,24,12,1,0,24,0,1,1,24,12
4,10,201,"(6,7,8,10)",0,6,3,3,24,18,6,18,6,1,0,18,0,1,1,18,6
4,10,201,"(6,7,8,10)",1,7,3,3,28,24,4,24,4,1,0,24,0,1,1,24,4
4,10,201,"(6,7,8,10)",2,8,3,3,32,26,6,26,6,1,0,26,0,1,1,26,6
4,10,201,"(6,7,8,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,202,"(6,7,9,10)",0,6,3,3,24,16,8,16,8,1,0,16,0,1,1,16,8
4,10,202,"(6,7,9,10)",1,7,3,3,28,22,6,22,6,1,0,22,0,1,1,22,6
4,10,202,"(6,7,9,10)",2,9,3,3,36,26,10,26,10,1,0,26,0,1,1,26,10
4,10,202,"(6,7,9,10)",3,10,3,3,40,32,8,32,8,1,0,32,0,1,1,32,8
4,10,203,"(6,8,9,10)",0,6,3,3,24,18,6,18,6,1,0,18,0,1,1,18,6
4,10,203,"(6,8,9,10)",1,8,3,3,32,26,6,26,6,1,0,26,0,1,1,26,6
4,10,203,"(6,8,9,10)",2,9,3,3,36,28,8,28,8,1,0,28,0,1,1,28,8
4,10,203,"(6,8,9,10)",3,10,3,3,40,30,10,30,10,1,0,30,0,1,1,30,10
4,10,204,"(7,8,9,10)",0,7,3,3,28,22,6,22,6,1,0,22,0,1,1,22,6
4,10,204,"(7,8,9,10)",1,8,3,3,32,24,8,24,8,1,0,24,0,1,1,24,8
4,10,204,"(7,8,9,10)",2,9,3,3,36,28,8,28,8,1,0,28,0,1,1,28,8
4,10,204,"(7,8,9,10)",3,10,3,3,40,32,8,32,8,1,0,32,0,1,1,32,8
5,10,0,"(1,2,3,4,5)",0,1,4,3,5,3,2,3,2,12,0,3,1,6,1,3,2
5,10,0,"(1,2,3,4,5)",1,2,4,3,10,8,2,8,2,12,0,8,0,1,1,8,2
5,10,0,"(1,2,3,4,5)",2,3,4,3,15,13,2,13,2,12,1,13,5,6,1,13,2
5,10,0,"(1,2,3,4,5)",3,4,4,3,20,18,2,18,2,12,1,18,1,3,1,18,2
5,10,0,"(1,2,3,4,5)",4,5,4,3,25,23,2,23,2,12,0,23,5,6,1,23,2
5,10,1,"(1,2,3,4,6)",0,1,4,3,5,5,0,5,0,12,0,5,1,3,0,5,0
5,10,1,"(1,2,3,4,6)",1,2,4,3,10,8,2,8,2,12,0,8,1,3,1,8,2
5,10,1,"(1,2,3,4,6)",2,3,4,3,15,13,2,13,2,12,0,13,1,3,1,13,2
5,10,1,"(1,2,3,4,6)",3,4,4,3,20,16,4,16,4,12,1,16,1,3,1,16,4
5,10,1,"(1,2,3,4,6)",4,6,4,3,30,24,6,24,6,12,0,24,2,3,1,24,6
5,10,2,"(1,2,3,4,7)",0,1,4,3,5,3,2,3,2,12,0,3,1,6,1,3,2
5,10,2,"(1,2,3,4,7)",1,2,4,3,10,8,2,8,2,12,0,8,0,1,1,8,2
5,10,2,"(1,2,3,4,7)",2,3,4,3,15,11,4,11,4,12,2,11,7,6,1,11,4
5,10,2,"(1,2,3,4,7)",3,4,4,3,20,16,4,16,4,12,1,16,2,3,1,16,4
5,10,2,"(1,2,3,4,7)",4,7,4,3,35,29,6,29,6,12,0,29,5,6,1,29,6
5,10,3,"(1,2,3,4,8)",0,1,4,3,5,3,2,3,2,12,0,3,0,1,1,3,2
5,10,3,"(1,2,3,4,8)",1,2,4,3,10,6,4,6,4,12,1,6,1,3,1,6,4
5,10,3,"(1,2,3,4,8)",2,3,4,3,15,13,2,13,2,12,0,13,2,3,1,13,2
5,10,3,"(1,2,3,4,8)",3,4,4,3,20,14,6,14,6,12,1,14,2,3,1,14,6
5,10,3,"(1,2,3,4,8)",4,8,4,3,40,30,10,30,10,12,0,30,2,3,1,30,10
5,10,4,"(1,2,3,4,9)",0,1,4,3,5,3,2,3,2,12,0,3,1,2,1,3,2
5,10,4,"(1,2,3,4,9)",1,2,4,3,10,6,4,6,4,12,0,6,1,3,1,6,4
5,10,4,"(1,2,3,4,9)",2,3,4,3,15,11,4,11,4,12,5,11,3,2,1,11,4
5,10,4,"(1,2,3,4,9)",3,4,4,3,20,16,4,16,4,12,4,16,1,1,1,16,4
5,10,4,"(1,2,3,4,9)",4,9,4,3,45,35,10,35,10,12,0,35,3,2,1,35,10
5,10,5,"(1,2,3,4,10)",0,1,4,3,5,3,2,3,2,12,0,3,0,1,1,3,2
5,10,5,"(1,2,3,4,10)",1,2,4,3,10,6,4,6,4,12,0,6,0,1,1,6,4
5,10,5,"(1,2,3,4,10)",2,3,4,3,15,13,2,13,2,12,0,13,2,3,1,13,2
5,10,5,"(1,2,3,4,10)",3,4,4,3,20,16,4,16,4,12,1,16,1,3,1,16,4
5,10,5,"(1,2,3,4,10)",4,10,4,3,50,44,6,44,6,12,2,44,4,3,1,44,6
5,10,6,"(1,2,3,5,6)",0,1,4,3,5,5,0,5,0,12,0,5,1,2,0,5,0
5,10,6,"(1,2,3,5,6)",1,2,4,3,10,8,2,8,2,12,0,8,1,3,1,8,2
5,10,6,"(1,2,3,5,6)",2,3,4,3,15,13,2,13,2,12,0,13,1,2,1,13,2
5,10,6,"(1,2,3,5,6)",3,5,4,3,25,21,4,21,4,12,2,21,5,6,1,21,4
5,10,6,"(1,2,3,5,6)",4,6,4,3,30,26,4,26,4,12,0,26,1,3,1,26,4
5,10,7,"(1,2,3,5,7)",0,1,4,3,5,3,2,3,2,12,0,3,0,1,1,3,2
5,10,7,"(1,2,3,5,7)",1,2,4,3,10,6,4,6,4,12,1,6,1,3,1,6,4
5,10,7,"(1,2,3,5,7)",2,3,4,3,15,13,2,13,2,12,0,13,2,3,1,13,2
5,10,7,"(1,2,3,5,7)",3,5,4,3,25,21,4,21,4,12,4,21,4,3,1,21,4
5,10,7,"(1,2,3,5,7)",4,7,4,3,35,29,6,29,6,12,1,29,2,3,1,29,6
5,10,8,"(1,2,3,5,8)",0,1,4,3,5,3,2,3,2,12,0,3,1,6,1,3,2
5,10,8,"(1,2,3,5,8)",1,2,4,3,10,8,2,8,2,12,0,8,0,1,1,8,2
5,10,8,"(1,2,3,5,8)",2,3,4,3,15,11,4,11,4,12,4,11,7,6,1,11,4
5,10,8,"(1,2,3,5,8)",3,5,4,3,25,23,2,23,2,12,4,23,7,6,1,23,2
5,10,8,"(1,2,3,5,8)",4,8,4,3,40,36,4,36,4,12,0,36,1,3,1,36,4
5,10,9,"(1,2,3,5,9)",0,1,4,3,5,3,2,3,2,12,0,3,1,3,1,3,2
5,10,9,"(1,2,3,5,9)",1,2,4,3,10,6,4,6,4,12,0,6,1,3,1,6,4
5,10,9,"(1,2,3,5,9)",2,3,4,3,15,11,4,11,4,12,4,11,4,3,1,11,4
5,10,9,"(1,2,3,5,9)",3,5,4,3,25,21,4,21,4,12,4,21,4,3,1,21,4
5,10,9,"(1,2,3,5,9)",4,9,4,3,45,37,8,37,8,12,2,37,4,3,1,37,8
5,10,10,"(1,2,3,5,10)",0,1,4,3,5,3,2,3,2,12,0,3,1,6,1,3,2
5,10,10,"(1,2,3,5,10)",1,2,4,3,10,6,4,6,4,12,0,6,0,1,1,6,4
5,10,10,"(1,2,3,5,10)",2,3,4,3,15,11,4,11,4,12,4,11,7,6,1,11,4
5,10,10,"(1,2,3,5,10)",3,5,4,3,25,19,6,19,6,12,4,19,7,6,1,19,6
5,10,10,"(1,2,3,5,10)",4,10,4,3,50,42,8,42,8,12,1,42,2,3,1,42,8
5,10,11,"(1,2,3,6,7)",0,1,4,3,5,5,0,5,0,12,0,5,1,2,0,5,0
5,10,11,"(1,2,3,6,7)",1,2,4,3,10,8,2,8,2,12,0,8,1,3,1,8,2
5,10,11,"(1,2,3,6,7)",2,3,4,3,15,11,4,11,4,12,0,11,5,6,1,11,4
5,10,11,"(1,2,3,6,7)",3,6,4,3,30,22,8,22,8,12,4,22,4,3,1,22,8
5,10,11,"(1,2,3,6,7)",4,7,4,3,35,27,8,27,8,12,2,27,11,6,1,27,8
5,10,12,"(1,2,3,6,8)",0,1,4,3,5,5,0,5,0,12,0,5,1,3,0,5,0
5,10,12,"(1,2,3,6,8)",1,2,4,3,10,8,2,8,2,12,0,8,1,3,1,8,2
5,10,12,"(1,2,3,6,8)",2,3,4,3,15,11,4,11,4,12,0,11,2,3,1,11,4
5,10,12,"(1,2,3,6,8)",3,6,4,3,30,22,8,22,8,12,1,22,4,3,1,22,8
5,10,12,"(1,2,3,6,8)",4,8,4,3,40,30,10,30,10,12,4,30,2,1,1,30,10
5,10,13,"(1,2,3,6,9)",0,1,4,3,5,5,0,5,0,12,0,5,1,6,0,5,0
5,10,13,"(1,2,3,6,9)",1,2,4,3,10,6,4,6,4,12,0,6,0,1,1,6,4
5,10,13,"(1,2,3,6,9)",2,3,4,3,15,11,4,11,4,12,0,11,7,6,1,11,4
5,10,13,"(1,2,3,6,9)",3,6,4,3,30,20,10,20,10,12,0,20,1,1,1,20,10
5,10,13,"(1,2,3,6,9)",4,9,4,3,45,33,12,33,12,12,4,33,13,6,1,33,12
5,10,14,"(1,2,3,6,10)",0,1,4,3,5,5,0,5,0,12,0,5,1,3,0,5,0
5,10,14,"(1,2,3,6,10)",1,2,4,3,10,6,4,6,4,12,0,6,1,3,1,6,4
5,10,14,"(1,2,3,6,10)",2,3,4,3,15,11,4,11,4,12,0,11,2,3,1,11,4
5,10,14,"(1,2,3,6,10)",3,6,4,3,30,22,8,22,8,12,1,22,1,1,1,22,8
5,10,14,"(1,2,3,6,10)",4,10,4,3,50,40,10,40,10,12,4,40,2,1,1,40,10
5,10,15,"(1,2,3,7,8)",0,1,4,3,5,3,2,3,2,12,0,3,1,6,1,3,2
5,10,15,"(1,2,3,7,8)",1,2,4,3,10,8,2,8,2,12,0,8,0,1,1,8,2
5,10,15,"(1,2,3,7,8)",2,3,4,3,15,11,4,11,4,12,0,11,7,6,1,11,4
5,10,15,"(1,2,3,7,8)",3,7,4,3,35,27,8,27,8,12,4,27,3,2,1,27,8
5,10,15,"(1,2,3,7,8)",4,8,4,3,40,30,10,30,10,12,4,30,4,3,1,30,10
5,10,16,"(1,2,3,7,9)",0,1,4,3,5,3,2,3,2,12,0,3,1,3,1,3,2
5,10,16,"(1,2,3,7,9)",1,2,4,3,10,6,4,6,4,12,0,6,1,3,1,6,4
5,10,16,"(1,2,3,7,9)",2,3,4,3,15,11,4,11,4,12,0,11,2,3,1,11,4
5,10,16,"(1,2,3,7,9)",3,7,4,3,35,27,8,27,8,12,4,27,5,3,1,27,8
5,10,16,"(1,2,3,7,9)",4,9,4,3,45,33,12,33,12,12,4,33,2,1,1,33,12
5,10,17,"(1,2,3,7,10)",0,1,4,3,5,3,2,3,2,12,0,3,1,6,1,3,2
5,10,17,"(1,2,3,7,10)",1,2,4,3,10,6,4,6,4,12,0,6,0,1,1,6,4
5,10,17,"(1,2,3,7,10)",2,3,4,3,15,11,4,11,4,12,0,11,7,6,1,11,4
5,10,17,"(1,2,3,7,10)",3,7,4,3,35,29,6,29,6,12,4,29,7,6,1,29,6
5,10,17,"(1,2,3,7,10)",4,10,4,3,50,40,10,40,10,12,4,40,2,1,1,40,10
5,10,18,"(1,2,3,8,9)",0,1,4,3,5,3,2,3,2,12,0,3,1,2,1,3,2
5,10,18,"(1,2,3,8,9)",1,2,4,3,10,6,4,6,4,12,0,6,1,3,1,6,4
5,10,18,"(1,2,3,8,9)",2,3,4,3,15,11,4,11,4,12,0,11,5,6,1,11,4
5,10,18,"(1,2,3,8,9)",3,8,4,3,40,30,10,30,10,12,4,30,5,3,1,30,10
5,10,18,"(1,2,3,8,9)",4,9,4,3,45,35,10,35,10,12,4,35,11,6,1,35,10
5,10,19,"(1,2,3,8,10)",0,1,4,3,5,3,2,3,2,12,0,3,0,1,1,3,2
5,10,19,"(1,2,3,8,10)",1,2,4,3,10,6,4,6,4,12,0,6,0,1,1,6,4
5,10,19,"(1,2,3,8,10)",2,3,4,3,15,9,6,9,6,12,1,9,2,3,1,9,6
5,10,19,"(1,2,3,8,10)",3,8,4,3,40,32,8,32,8,12,1,32,4,3,1,32,8
5,10,19,"(1,2,3,8,10)",4,10,4,3,50,42,8,42,8,12,4,42,2,1,1,42,8
5,10,20,"(1,2,3,9,10)",0,1,4,3,5,3,2,3,2,12,0,3,1,2,1,3,2
5,10,20,"(1,2,3,9,10)",1,2,4,3,10,4,6,4,6,12,0,4,1,3,1,4,6
5,10,20,"(1,2,3,9,10)",2,3,4,3,15,11,4,11,4,12,0,11,5,6,1,11,4
5,10,20,"(1,2,3,9,10)",3,9,4,3,45,37,8,37,8,12,4,37,11,6,1,37,8
5,10,20,"(1,2,3,9,10)",4,10,4,3,50,40,10,40,10,12,4,40,7,3,1,40,10
5,10,21,"(1,2,4,5,6)",0,1,4,3,5,5,0,5,0,12,0,5,0,1,0,5,0
5,10,21,"(1,2,4,5,6)",1,2,4,3,10,10,0,10,0,12,0,10,0,1,0,10,0
5,10,21,"(1,2,4,5,6)",2,4,4,3,20,18,2,18,2,12,0,18,1,3,1,18,2
5,10,21,"(1,2,4,5,6)",3,5,4,3,25,21,4,21,4,12,0,21,2,3,1,21,4
5,10,21,"(1,2,4,5,6)",4,6,4,3,30,26,4,26,4,12,1,26,1,1,1,26,4
5,10,22,"(1,2,4,5,7)",0,1,4,3,5,1,4,1,4,12,0,1,1,6,1,1,4
5,10,22,"(1,2,4,5,7)",1,2,4,3,10,6,4,6,4,12,1,6,1,3,1,6,4
5,10,22,"(1,2,4,5,7)",2,4,4,3,20,16,4,16,4,12,1,16,1,1,1,16,4
5,10,22,"(1,2,4,5,7)",3,5,4,3,25,19,6,19,6,12,5,19,11,6,1,19,6
5,10,22,"(1,2,4,5,7)",4,7,4,3,35,27,8,27,8,12,1,27,3,2,1,27,8
5,10,23,"(1,2,4,5,8)",0,1,4,3,5,1,4,1,4,12,0,1,0,1,1,1,4
5,10,23,"(1,2,4,5,8)",1,2,4,3,10,6,4,6,4,12,0,6,1,3,1,6,4
5,10,23,"(1,2,4,5,8)",2,4,4,3,20,14,6,14,6,12,1,14,1,1,1,14,6
5,10,23,"(1,2,4,5,8)",3,5,4,3,25,19,6,19,6,12,1,19,5,3,1,19,6
5,10,23,"(1,2,4,5,8)",4,8,4,3,40,30,10,30,10,12,1,30,4,3,1,30,10
5,10,24,"(1,2,4,5,9)",0,1,4,3,5,3,2,3,2,12,0,3,1,6,1,3,2
